question,answer
この法律の目的は何ですか？,事業活動に伴い排出された水銀等により水産動植物が汚染されていること又は汚染されているおそれがあることに起因する漁業の操業の停止、水産物の販売の不振等により損失を受けた漁業者、水産加工業者、水産物販売業者等に対する事業の経営又は生活に必要な資金の融通を円滑にする措置を講じ、もつてこれらの者の事業の経営と生活の安定に資すること。
石油パイプライン事業法に基づく石油輸送規程にはどのような事項が定められているか？,石油輸送の起点および終点、石油の種類および品質、最小輸送単位量、申込みの方法、量の測定方法、料金および徴収方法、引渡しおよび引取り、コンタミネーションの処理、事業者の責任、免責、損害賠償、その他の条件、実施期日。
海洋汚染防止法施行令に基づき、船舶の通常の活動に伴い生ずる汚水の水質基準を定める省令は何に基づいて定められていますか？,海洋汚染防止法施行令（昭和四十六年政令第二百一号）第六条第三号の規定に基づいて定められています。
空港整備特別会計法施行令附則第十三項で定められた気象その他の条件の一つとして、気圧はどのくらいである必要がありますか？,千十三・二ヘクトパスカルであること。
熱供給事業法に基づく省令で、熱発生所及びサブステーションにはどのような防護措置が必要ですか？,熱発生所及びサブステーションには、公衆がみだりに立ち入るおそれがある場合、さくやへい等を設ける等の危険防止のための適切な措置を講じなければならない。
軽自動車検査協会が予備費を使用した場合、どのような手続きを行う必要がありますか？,協会は、予備費を使用したときは、直ちにその旨を国土交通大臣に通知し、使用の理由、金額及び積算の基礎を明らかにした書類を提出しなければならない。
沖縄の復帰に伴う鉱業関係法令の適用の特別措置等に関する省令の施行日はいつですか？,昭和四十七年五月十五日
熱供給事業法施行規則の目次において、第十八条から第二十五条までの内容は何に関するものですか？,保安
沖縄の復帰に伴う公害保安関係法令の適用の特別措置等に関する省令はいつ施行されましたか？,昭和四十七年五月十五日
沖縄の復帰に伴う運輸省関係法令の適用の特別措置等に関する政令は何年に制定されましたか？,昭和四十七年
柔道整復師学校養成施設の指定基準には、教員の数に関してどのような規定がありますか？,教員のうち6人以上は、専門基礎分野や専門分野に関する知識と経験を有する専任教員である必要があります。
熱供給事業者が財務計算に関する諸表を作成する際に、附属明細書として記載すべきものは何ですか？,熱供給事業営業費用明細表、熱供給事業固定資産及び建設仮勘定明細表、引当金明細表、その他重要事項明細表
労働安全衛生法に基づいて定められた電離放射線障害防止規則の目的は何ですか？,労働者が電離放射線を受けることをできるだけ少なくすることです。
沖縄の復帰に伴う公益事業関係法令の適用の特別措置等に関する省令は何を目的として制定されましたか？,沖縄の復帰に伴い、ガス事業法、電気事業法、電気工事業の業務の適正化に関する法律および関連法令の適用の特別措置を定めるため。
毒物及び劇物取締法施行令に基づく家庭用品に含まれる劇物の定量方法はどのように定められていますか？,家庭用品に含まれる劇物の定量方法は、毒物及び劇物取締法施行令別表第一及び別表第三に基づき、具体的な試験方法や計算式が定められています。例えば、〇・一規定水酸化ナトリウム溶液の消費量の定量方法や、DDVPの空気中の濃度の算定方法などが詳細に規定されています。
労働安全衛生法に基づいて制定されたボイラー及び圧力容器安全規則の目的は何ですか？,労働安全衛生法及びその施行令に基づき、ボイラー及び圧力容器の安全を確保するために定められた規則です。
石油パイプライン事業法に基づく省令の第二条には、事業用施設の保安に関するどのような事項が定められていますか？,事業用施設の保安に関する業務の管理、保安技術者の代行者、化学消防自動車の設置、自衛消防組織、保安教育、巡視・点検・検査、運転・操作、石油の取扱い作業基準、補修方法、工事現場の保安監督体制、非常時の措置、保安記録、位置・構造の書類整備、保安規程違反者への措置などが定められています。
国民年金の拠出年金事務費交付金の算定において、適用等事務人件費算定基礎額はどのように計算されますか？,適用等事務人件費算定基礎額は、671円に市町村の地域の区分による別表（1）及び（3）の係数の合計数に1を加えた数を乗じて得た額です。
沖縄の復帰に伴う国税関係以外の大蔵省関係法令の適用の特別措置等に関する省令の第一条で規定されている通貨交換申込書の様式はどのように定められていますか？,別紙様式一のとおりとする。
労働安全衛生法に基づき、特定化学物質等障害予防規則の目的は何ですか？,労働者の健康障害を予防するため、使用する物質の毒性の確認や代替物の使用、作業方法の確立、関係施設の改善、作業環境の整備、健康管理の徹底などの必要な措置を講じることです。
沖縄の復帰に伴う厚生省関係法令の適用の特別措置等に関する政令に基づき、管理栄養士試験を受けようとする者はどのような書類を提出する必要がありますか？,栄養士法施行規則第十四条第一項に掲げる書類のほか、沖縄県の区域内に居住していた事実を証する書類を提出する必要があります。
農水産業協同組合貯金保険機構の設立に関する規定はどの条文に記載されていますか？,第九条から第十三条に記載されています。
労働保険の保険料の納付手続に関する特例について、どのような場合に別紙第二号書式の納付書を使用する必要がありますか？,事業主が労働保険の保険料や石綿健康被害救済法に基づく一般拠出金を納期限までに納付する場合です。
関税割当制度に関する政令第二条第五項の規定に基づき、酒類用粗留アルコール等の関税割当制度に関する省令で、関税割当申請書の様式は何によるものとされているか？,別記様式第一によるものとされている。
沖縄振興開発金融公庫法施行規則第一条において、中小規模の事業者とされる条件は何ですか？,資本金の額若しくは出資の総額が三億円以下又は常時使用する従業員の数が三百人以下の会社で、農業、林業、漁業、不動産業（住宅及び住宅用の土地の賃貸業に限る）を営むもの。
航空機燃料譲与税法施行規則第一条では、着陸料の収入額の按分方法についてどのように定められていますか？,空港を設置している市町村に係る着陸料の収入額の二分の一の額を按分する。
沖縄の復帰に伴う特別措置に関する法律は何年に制定されましたか？,昭和四十六年
恩給法等の一部を改正する法律（昭和四十七年法律第八十号）の施行日はいつですか？,昭和四十七年十月一日
石油パイプライン事業法に基づく政令で定める炭化水素油にはどのような種類がありますか？,原油、揮発油、灯油、軽油及び重油
沖縄の復帰に伴う特別措置に関する法律及び沖縄の復帰に伴う国税関係法令の適用の特別措置等に関する省令の第一章第一節で規定されている税金の種類は何ですか？,所得税
沖縄の復帰に伴う国家公務員等退職手当法の適用の特別措置等に関する政令の第二条第二項に規定する内閣総理大臣が定める期間はいつからいつまでですか？,昭和二十一年三月三十一日から昭和二十五年一月一日までです。
沖縄の復帰に伴う琉球政府の権利義務の承継等に関する政令に基づき、琉球政府の振出しに係る小切手債務を承継するのはどこですか？,沖縄県
公害紛争処理法施行規則において、都道府県公害審査会が備える名簿にはどのような事項を記載しなければならないとされていますか？,氏名、経歴及び弁護士となる資格を有する者にあつてはその旨、任命又は委嘱の年月日、任期満了の日又は委嘱期間の満了の日を記載しなければならない。
内閣が制定した政令はどの法律に基づいていますか？,風俗営業等取締法、質屋営業法、警備業法に基づいています。
内閣が熱供給事業法に基づいて制定した政令において、法第二条第二項の政令で定める設備にはどのようなものがありますか？,ボイラー、ヒートポンプ、熱交換器
沖縄の復帰に伴う特別措置に関する法律の施行により、琉球教育法や沖縄群島学校教育条例などによる学校の卒業者はどのように扱われるか？,これらの学校の卒業者は、学校教育法による相当の学校を卒業した者とみなされる。
防災のための集団移転促進事業において、国が市町村や都道府県に対して補助する割合はどのくらいですか？,国は、集団移転促進事業に要する経費の四分の三を補助します。
悪臭防止法施行規則の第一章は何に関する規定が含まれていますか？,規制に関する規定が含まれています。
農用地の土壌の汚染防止等に関する法律施行令に基づく銅の量の検定のための試料採取方法はどのように定められていますか？,試料は農用地の面積2.5ヘクタールにつき一箇所選定し、水口地点、中央地点、水尻地点を結ぶ線の中央地点で地表から約15センチメートルまでの土壌を採取し、風乾後に非金属製のふるいを通して混合します。
防災のための集団移転促進事業に係る国の財政上の特別措置等に関する法律施行令第一条に規定する戸数は、どのように定められていますか？,防災のための集団移転促進事業に係る国の財政上の特別措置等に関する法律施行令第一条に規定する戸数は、災害を防止するための施設の整備が十分に行われていない場合は五戸、その他の場合は十戸と定められています。
労働保険の保険料の徴収等に関する法律施行規則の第一章の内容は何ですか？,第一章は総則について定めています。
労働安全衛生法第百十二条に基づき制定された政令で、船内荷役作業主任者技能講習の手数料はいくらですか？,八千三百円
たばこ耕作組合連合会の会員に与えられる議決権及び選挙権の基準は何に基づいていますか？,たばこ耕作組合法第十条第二項の規定に基づいています。
労働安全衛生法に基づいて定められたクレーン等安全規則の目的は何ですか？,労働安全衛生法を実施するために定められた規則です。
この政令は何に基づいて制定されましたか？,公務員等の懲戒免除等に関する法律第四条の規定に基づいて制定されました。
飛鳥地方における歴史的風土及び文化財の保存等に必要な資金に充てるための寄附金つき郵便葉書等の発行の特例に関する法律第二条の政令で定める事業は何ですか？,高松塚古墳周辺の地域の歴史的風土の保存又は高松塚古墳につきその文化的活用を図るために必要な施設の整備に関する事業です。
公有地の拡大の推進に関する法律に基づき制定された政令で、法第二条第二号に規定する法人は何ですか？,港務局、地方住宅供給公社、地方道路公社及び独立行政法人都市再生機構です。
沖縄の復帰に伴う特別措置に関する法律に基づき制定された政令の施行日はいつですか？,昭和四十七年五月十五日
沖縄弁護士が沖縄県の区域外で事務を行う場合に必要な手続きは何ですか？,沖縄県の区域外で事務を行う場合、当該事件を取り扱っている裁判所の許可を受けなければなりません。
事務局の総務課が担当する業務にはどのようなものがありますか？,事務局の所掌事務に関する総合調整、機密、官印の保管、法令案の作成、公文書類の管理、情報の公開、個人情報の保護、人事、福利厚生、経費及び収入の予算・決算・会計、物品の管理、官報掲載、行政の考査、広報、国会や裁判所などとの連絡、公害紛争処理法に基づく意見の申出、地方公共団体の指導、資料及び情報の収集・分析、調査及び研究など。
日本下水道事業団法に基づく評価委員の任命について、どのように行われるか説明してください。,評価委員は国土交通大臣が国土交通省の職員のうちから一人を任命し、理事長が事業団の役員、地方公共団体の長が推薦した者、学識経験者の中からそれぞれ一人ずつ任命する。
沖縄の復帰に伴う特別措置に関する法律に基づき、内閣が制定した政令の目的は何ですか？,沖縄の復帰に伴う特別措置に関する法律に基づき、琉球諸島民政府職員の勤続期間の計算や退職手当の支給に関する特別措置を定めることです。
国民健康保険の事務費負担金及び療養給付費等補助金の交付額等の算定に関しては、どの省令の定めるところによるとされていますか？,この省令の定めるところによる。
内閣が制定した政令は、どのような懲戒を受けた者に対して将来に向かって懲戒を免除することを定めていますか？,昭和四十七年五月十五日前に沖縄法令の規定により懲戒の処分を受けた者に対して、将来に向かってその懲戒を免除することを定めています。
証券取引法において、外国債等の募集又は売出しの届出等に関する省令の定義はどのように規定されていますか？,外国債等の募集又は売出しの届出等に関する省令の第一条において、外国債等、外国債等預託証券、有価証券の種類、有価証券の募集、有価証券の売出し、発行者、引受人、目論見書、有価証券通知書、有価証券届出書、参照書類、届出目論見書、届出仮目論見書、発行登録目論見書、発行登録仮目論見書、発行登録追補目論見書、発行登録通知書、発行登録書、発行登録追補書類、有価証券報告書、半期報告書、臨時報告書、金融商品取引所、金融商品取引業者、特定投資家向け売付け勧誘等、特定投資家向け有価証券、特定投資家向け取得勧誘、特定証券等情報、発行者等情報が定義されています。
沖縄振興開発金融公庫法に基づく政令は、どのような内容を含んでいますか？,沖縄振興開発金融公庫法に基づく政令は、業務、公庫債券等、雑則、附則などの内容を含んでいます。
航空機燃料譲与税法に基づき、公共の飛行場として政令で定められている飛行場はどこですか？,千歳飛行場、札幌飛行場、三沢飛行場、百里飛行場、調布飛行場、小松飛行場、名古屋飛行場、但馬飛行場、美保飛行場、岡南飛行場、岩国飛行場、徳島飛行場、天草飛行場、大分県央飛行場
悪臭防止法第二条第一項の政令で定める物質にはどのようなものがありますか？,アンモニア、メチルメルカプタン、硫化水素、硫化メチル、二硫化メチル、トリメチルアミン、アセトアルデヒド、プロピオンアルデヒド、ノルマルブチルアルデヒド、イソブチルアルデヒド、ノルマルバレルアルデヒド、イソバレルアルデヒド、イソブタノール、酢酸エチル、メチルイソブチルケトン、トルエン、スチレン、キシレン、プロピオン酸、ノルマル酪酸、ノルマル吉草酸、イソ吉草酸
この政令はどの法律に基づいて制定されましたか？,沖縄の復帰に伴う特別措置に関する法律（昭和四十六年法律第百二十九号）
内閣は沖縄の復帰に伴う特別措置に関する法律に基づき何を制定しましたか？,この政令を制定しました。
沖縄の復帰に伴う特別措置に関する法律に基づき、郵便切手類の交換が行われる日はいつですか？,昭和四十七年六月三十日（郵便局が郵政大臣が指定するものであるときは、同年八月三十一日）
内閣はどの法律の規定に基づいてこの政令を制定しましたか？,沖縄の復帰に伴う特別措置に関する法律（昭和四十六年法律第百二十九号）
沖縄の復帰に伴う特別措置に関する法律に基づき制定された政令の第十章は何に関する内容ですか？,外国為替管理関係等
沖縄の復帰に伴う特別措置に関する法律の施行の際、琉球政府の立法院議員の定数はどのように扱われるか？,地方自治法第九十条の規定による沖縄県の議会の議員の定数とみなされる。
沖縄開発庁設置法に基づき制定された政令において、森林法第十条の十五第四項第四号に規定される治山事業にはどのような事業が含まれますか？,災害復旧事業及び災害復旧事業の施行のみでは再度災害の防止に十分な効果が期待できないと認められるためこれと合併して行う新設又は改良に関する事業、その他土砂の崩壊その他の危険な状況に対処して特に緊急に施行すべきものを除く。
新都市基盤整備法に基づく政令で、道路法に基づく一般国道や都道府県道の規定はどのように定められていますか？,道路法第三条の一般国道又は都道府県道は、新都市基盤整備法第二条第五項の根幹的な公共の用に供する施設として政令で定められています。
沖縄の復帰に伴う特別措置に関する法律に基づき、内閣総理大臣が行うべきことは何ですか？,内閣総理大臣は、法の施行後直ちに、国土調査事業十箇年計画を沖縄県に通知しなければならない。
沖縄の復帰に伴う特別措置に関する法律に基づいて制定された政令の第一章は何に関するものですか？,司法法制関係
沖縄の復帰に伴う特別措置に関する法律に基づき、放射性同位元素を所有している者はどのような手続きを行わなければならないか？,放射性同位元素を所有している者は、法の施行日から一月以内に許可の申請をしなければならない。申請をしない場合は、二月以内に所有している放射性同位元素の種類及び数量を届け出なければならない。
沖縄の復帰に伴う特別措置に関する法律に基づいて制定された政令の目的は何ですか？,内閣は、沖縄の復帰に伴う特別措置に関する法律に基づき、この政令を制定する。
警察法の一部を改正する法律（昭和四十七年法律第十号）の施行日はいつですか？,昭和四十七年四月一日
沖縄の復帰に伴う特別措置に関する法律に基づき制定された政令の第一章は何に関するものですか？,警察法関係
沖縄の復帰に伴う特別措置に関する法律に基づき制定された政令の施行日はいつですか？,昭和四十七年五月十五日
沖縄の復帰に伴う特別措置に関する法律に基づいて制定された政令の第1章は何に関するものですか？,海運関係
沖縄の復帰に伴う特別措置に関する法律に基づいて制定された政令は何に関するものですか？,鉱区禁止地域の指定等に関する経過措置と不服申立てに関する特例。
沖縄の復帰に伴う特別措置に関する法律に基づいて制定された政令の目次には、どのような章が含まれていますか？,輸出入関係、産業立地関係、公害保安関係、中小企業関係、商業関係、製造業関係、鉱業関係、公益事業関係、工業所有権関係、雑則
沖縄の復帰に伴う特別措置に関する法律に基づいて制定された政令は何ですか？,沖縄の復帰に伴う特別措置に関する法律に基づいて制定された政令は「沖縄の復帰に伴う厚生省関係法令の適用の特別措置等に関する政令」です。
沖縄の復帰に伴う特別措置に関する法律に基づいて制定された政令の目的は何ですか？,沖縄の復帰に伴う関係法令の改廃や労働基準法、失業保険法などの規定に基づき、内閣が制定したものです。
この政令において「公務員等共済組合等」とは何を指しますか？,「公務員等共済組合等」とは、公務員等共済組合法に基づく公務員等共済組合、市町村議会議員共済会、市町村関係団体職員共済組合、公立学校職員共済組合を指します。
沖縄の復帰に伴う特別措置に関する法律に基づき制定された政令は、鳥獣保護及狩猟に関するどのような規定を含んでいますか？,沖縄の復帰に伴う特別措置に関する法律に基づき制定された政令には、鳥獣保護事業計画の継続、狩猟鳥獣の種類や区域の指定、鳥獣保護区の設定、禁猟区の指定、及び司法警察員の指名に関する規定が含まれています。
労働安全衛生法に基づき制定された政令の目的は何ですか？,労働者の安全と健康を確保するため。
沖縄の復帰に伴う特別措置に関する法律に基づいて制定された政令の内容は何ですか？,沖縄の学校教育、学士の称号、学齢簿、学校職員、琉球大学職員、教育公務員、特別手当、教育委員会、学資貸与、社会教育主事、司書、学芸員、学校給食、共済掛金、医療費補助、私立学校審議会、医療保険、標準給与、長期給付、災害復旧費、埋蔵文化財、宗教団体、著作権などに関する経過措置が含まれています。
沖縄の復帰に伴う特別措置に関する法律に基づいて制定された政令の第一章計画局関係の第一節は何に関するものですか？,建設業法関係
航空機燃料税法施行令において、航空機燃料の納税地の特例の承認を受けようとする者はどのような手続きを行う必要がありますか？,国税庁長官に申請書を提出し、申請者の住所、氏名、納税地として承認を受けようとする場所などの情報を記載する必要があります。
全国新幹線鉄道整備法附則第一項ただし書の政令で定める区間のうち、東京都と青森市とを連絡する新幹線鉄道のうち八戸市と青森市とを連絡する区間の施行日はいつですか？,平成二十二年十二月四日
この法律の第一条の趣旨は何ですか？,飛鳥地方の歴史的風土及び文化財の保存に関する事業の円滑な実施を図るため、寄附金つき郵便葉書等の発行に関する必要な事項を定めることです。
内閣が制定した政令によって廃止された政令は何ですか？,失業保険事務組合に対する報奨金に関する政令（昭和三十三年政令第二百七十四号）及び労災保険事務組合に対する報奨金に関する政令（昭和四十二年政令第二百七十五号）
この法律の目的は何ですか？,都市モノレールの整備の促進に関し必要な措置を定めることにより、都市における交通の円滑化を図り、公衆の利便の増進に寄与すること。
火炎びんの定義は何ですか？,ガラスびんその他の容器にガソリン、灯油その他引火しやすい物質を入れ、その物質が流出し、又は飛散した場合にこれを燃焼させるための発火装置又は点火装置を施した物で、人の生命、身体又は財産に害を加えるのに使用されるもの。
警備業法の第一章の目的は何ですか？,警備業務の実施の適正を図ることです。
労働保険の保険料の徴収等に関する法律第十二条第二項の労災保険率は何に基づいて算定されますか？,過去三年間に発生した業務災害、複数業務要因災害、通勤災害に係る保険給付の種類ごとの受給者数及び平均受給期間、二次健康診断等給付の受給者数その他の事項に基づき算定されます。
日本郵便株式会社に関する料金を表す証票に紛らわしい物の製造や販売は許可されているか？,許可されていない。
この法律の目的は何ですか？,この法律は、船舶交通がふくそうする海域における船舶交通について、特別の交通方法を定めるとともに、その危険を防止するための規制を行なうことにより、船舶交通の安全を図ることを目的とする。
公害等調整委員会の設置目的は何ですか？,公害等調整委員会の設置目的は、公害に係る紛争の迅速かつ適正な解決を図り、鉱業や採石業などと一般公益や農業などの調整を行うことです。
石油パイプライン事業法の第一章の目的は何ですか？,石油パイプラインの設置及び運営を適正にし、保安に関する規制を行うことで、合理的かつ安全な石油の輸送を実現し、公共の安全を確保し、石油の安定的かつ低廉な供給の確保に寄与することです。
この法律の第一条の趣旨は何ですか？,豪雨、洪水、高潮その他の異常な自然現象による災害が発生した地域や災害危険区域等において、住民の居住に適当でないと認められる区域内にある住居の集団的移転を促進するため、地方公共団体が行う集団移転促進事業に係る経費に対する国の財政上の特別措置等について定めること。
この法律の目的は何ですか？,この法律の目的は、雇用の分野における男女の均等な機会及び待遇の確保を図ることと、女性労働者の妊娠中及び出産後の健康の確保を図ることです。
沖縄の復帰に伴い、防衛庁関係法律の適用についてどのような特別措置が定められているか？,沖縄の復帰に伴い、防衛庁関係法律の適用について、暫定措置や特別措置が定められている。
航空機燃料税法の第六章には何が規定されていますか？,罰則
この法律の目的は何ですか？,都市の健全な発展と秩序ある整備を促進するため必要な土地の先買いに関する制度の整備、地方公共団体に代わって土地の先行取得を行うこと等を目的とする。
昭和五十年に開催される沖縄国際海洋博覧会の準備及び運営に関する特別措置について定めた法律の趣旨は何ですか？,昭和五十年に開催される沖縄国際海洋博覧会の円滑な準備及び運営に資するため必要な特別措置を定めること。
新都市基盤整備事業の目的は何ですか？,大都市圏における健全な新都市の基盤の整備を図り、人口集中と宅地需給の緩和に寄与することです。
筑波研究学園都市建設法施行規則に基づき、研究学園地区建設計画に対して意見を申し出る際に必要な事項は何ですか？,意見提出者名、公表された研究学園地区建設計画と提出者との関係、意見の詳細、その他参考となるべき事項
猟銃の口径の長さに関する特例は何に基づいて定められていますか？,銃砲刀剣類所持等取締法施行規則第六条の三第二項ただし書の規定に基づいて定められています。
熱供給事業法の目的は何ですか？,熱供給事業の運営を適正かつ合理的にし、熱供給を受ける者の利益を保護し、熱供給事業の健全な発達を図り、公共の安全を確保することです。
日本下水道事業団の目的は何ですか？,日本下水道事業団は、下水道の整備を促進し、生活環境の改善と公共用水域の水質の保全に寄与することを目的としています。
騒音規制法施行規則に基づく公示はどのように行われるべきですか？,都道府県又は市の公報に掲載して行わなければならない。
沖縄振興開発金融公庫の目的は何ですか？,沖縄における産業の開発を促進し、一般の金融機関が行う金融及び民間の投資を補完・奨励し、沖縄の経済の振興及び社会の開発に資することです。
航空機燃料譲与税の収入額の何分のいくつが空港関係市町村及び空港関係都道府県に譲与されるか？,航空機燃料譲与税の収入額の十三分の二が空港関係市町村及び空港関係都道府県に譲与される。
農用地土壌汚染対策計画において、事業の実施地域や事業費の概算を定める必要があるのはどの法律の規定に基づくか？,農用地の土壌の汚染防止等に関する法律第五条第二項
自然環境保全法の第一章の目的は何ですか？,自然環境を保全することが特に必要な区域等の生物の多様性の確保その他の自然環境の適正な保全を総合的に推進することにより、広く国民が自然環境の恵沢を享受するとともに、将来の国民にこれを継承できるようにし、もつて現在及び将来の国民の健康で文化的な生活の確保に寄与すること。
銃砲刀剣類所持等取締法第四条第一項第四号に規定する政令で定める者が行なう推薦の数は、けん銃と空気けん銃についてそれぞれ何人を超えない範囲内とされていますか？,けん銃については五十人、空気けん銃については五百人を超えない範囲内とされています。
高速道路における交通警察活動の適正を期するために定められた規則の趣旨は何ですか？,高速道路における交通警察活動の適正を期するために必要な事項を定めること。
農薬取締法に基づく報告にはどのような事項が含まれますか？,報告には、販売者等の氏名及び住所、報告の内容、農薬を集取した日時及び場所、農薬の種類、名称及び量、検査の内容及び結果、立入検査の結果が含まれます。
牛乳乳製品統計調査規則の調査の目的は何ですか？,牛乳及び乳製品の生産に関する実態を明らかにし、畜産行政の基礎資料を整備することを目的とする。
積立式宅地建物販売業者が営業保証金の取戻しをする際に必要な書類は何ですか？,営業保証金取戻し承認書
道路構造令施行規則の第一条で定められている計画交通量はどのように定められるか？,同種の設計基準を用いるべき道路の一定の区間ごとに定める。
海洋水産資源開発促進法施行規則第一条に基づく沿岸水産資源開発区域の指定の公告はどのように行われるか？,一定の地物、施設、工作物若しくはこれらからの距離及び方向又は緯度及び経度並びに平面図により区域を明示し、都道府県の公報に掲載して行う。
農用地の土壌のカドミウム量の検定のための試料はどのように採取されるべきですか？,農用地の面積おおむね2.5ヘクタールにつき1箇所の割合で試料を採取するほ場を選定し、ほ場の中央地点及びその他の4地点で稲と土壌を採取します。
国有林野の活用に関する法律施行規則の第一条に基づいて、農業構造の改善等のための国有林野の活用の対象事業として定められている事業は何ですか？,農業構造の改善の計画的推進又は農業生産の選択的拡大の促進のための農用地の造成の事業で、国又は都道府県がその費用の一部を負担し、又は直接若しくは間接に補助する事業、及び株式会社日本政策金融公庫又は沖縄振興開発金融公庫からその事業に必要な資金を借り受けて行なう事業。
特定賃貸住宅を建設しようとする者が申請書に記載しなければならない事項は何ですか？,融資機関の名称、融資の金額、融資を受けようとする最初の年月日、特定賃貸住宅の建設計画（所在地、戸数、設計の概要、事業施行期間）
作物統計調査規則の調査の目的は何ですか？,耕地及び作物の生産に関する実態を明らかにし、農業行政の基礎資料を整備することです。
積立式宅地建物販売業法施行規則の第一条において、許可申請書の様式はどのように定められていますか？,別記様式第一によるものとする。
特定工場における公害防止組織の整備に関する法律施行規則の第一条で定義される「大気関係第一種公害防止管理者」とは何ですか？,令別表第三の一の項の中欄に掲げる公害防止管理者を指します。
中央卸売市場の認定を受けるための基準は何ですか？,取扱品目に応じて、卸売場、仲卸売場及び倉庫の面積の合計が定められた面積以上であること。
騒音規制法第二条第四項に基づく自動車の定義は何ですか？,道路運送車両法施行規則第二条に規定する普通自動車、小型自動車及び軽自動車です。
高速自動車国道法施行令第二条第四項第二号の国土交通省令で定めるやむを得ない事由にはどのようなものがありますか？,天災その他不可抗力による工期の延長、物価その他の経済事情の変動、新設又は改築する高速自動車国道の存する地域の地形又は地質の状況を踏まえた工法の変更、前条の変更又は削除です。
有線電気通信設備令施行規則において、強電流裸電線とはどのように定義されていますか？,絶縁物で被覆されていない強電流電線
大気汚染防止法第二十一条第一項に基づく自動車排出ガスによる大気の汚染の限度は何ですか？,一酸化炭素の大気中における含有率の一時間値の月間平均値百万分の十。
旅行業法施行規則の第一章は何について述べていますか？,総則について述べています。
視能訓練士学校養成所の指定基準について、修業年限はどのくらい必要ですか？,修業年限は三年以上であること。
水質汚濁防止法施行規則の第一条では、どのような用語が使用されると定められていますか？,水質汚濁防止法及び水質汚濁防止法施行令で使用する用語の例による。
戦傷病者戦没者遺族等援護法等の一部を改正する法律に基づいて遺族年金を受けようとする者は、どのような手続きを行う必要がありますか？,遺族年金を受けようとする者は、遺族年金受給届出書を厚生労働大臣に提出しなければなりません。
中高年齢者等の雇用の促進に関する特別措置法施行規則において、高年齢者の年齢は何歳と定められていますか？,55歳
児童手当法施行規則第一条では、どのような場合に児童手当の支給対象となるかを定めていますか？,留学を目的として外国に居住する場合が児童手当の支給対象となります。
ガス用品の検定等に関する省令の目次には、どのような章が含まれていますか？,総則、販売の制限、事業の届出等、検査機関の登録、国内登録ガス用品検査機関、外国登録ガス用品検査機関、雑則
児童手当法に基づく拠出金等の納付手続の特例に関する省令は、どのような規定に基づいて定められていますか？,予算決算及び会計令第百四十四条の規定に基づいて定められています。
自動車重量税法施行規則第一条に基づき、非課税軽自動車であることを証明するために必要な書類は何ですか？,軽自動車届出済証返納証明書
道路交通法第二条第二十二号の規定に基づき、どのような交通公害に係る大気の汚染、騒音及び振動が定められていますか？,道路交通法第二条第二十二号の規定に基づき、交通公害に係る大気の汚染、騒音及び振動として、一酸化炭素、炭化水素、鉛化合物、窒素酸化物又は粒子状物質に起因する大気の汚染、および自動車又は原動機付自転車の通行に伴って発生する騒音及び振動が定められています。
第七章の二の内容は何ですか？,快適な職場環境の形成のための措置について定めています。
公証人手数料規則第十四条の横書の証書の様式はどのように定められていますか？,日本産業規格Ｂ列四番の用紙を二つ折にし、各半面の上方から左横書きに記載して作成する。
視能訓練士法施行規則において、視能訓練士の免許の申請に必要な書類は何ですか？,戸籍の謄本若しくは抄本又は住民票の写し、および視覚、聴覚、音声機能若しくは言語機能若しくは精神の機能の障害又は麻薬、あへん若しくは大麻の中毒者であるかないかに関する医師の診断書です。
国の所有に属する自動車等の交換に関する法律施行令第一項第二号に規定する財務省令で定める機械器具又は装置には、どのようなものがありますか？,医療用の機器や装置（手術台、高圧滅菌器、医療用エックス線装置など）、計測機器（天びん、オシロスコープ、波高分析装置など）、事務用機器（電子計算機、計算機械、会計機械など）、電気器具（電気冷蔵庫、エアコンデショナー、扇風機など）が含まれます。
コンテナーに関する通関条約及び国際道路運送手帳による担保の下で行なう貨物の国際運送に関する通関条約（ＴＩＲ条約）の実施に伴う関税法等の特例に関する法律施行規則第一条では、何について定められているか？,証紙の様式及び形式
私立学校法に基づく学校法人会計基準の総則において、学校法人が会計処理を行う際に従うべき原則は何ですか？,財政及び経営の状況について真実な内容を表示すること、すべての取引について複式簿記の原則によって正確な会計帳簿を作成すること、財政及び経営の状況を正確に判断できるように必要な会計事実を明りように表示すること、採用する会計処理の原則及び手続並びに計算書類の表示方法については毎会計年度継続して適用し、みだりにこれを変更しないこと。
勤労者財産形成促進法施行規則における有価証券の範囲について、どのように定められていますか？,勤労者財産形成促進法施行規則第一条において、有価証券の範囲は勤労者財産形成促進法施行令第二条第三項ただし書に基づき、同項第一号から第五号までに掲げる有価証券とされ、同項ただし書の厚生労働省令で定める期間は五年とされています。
昭和四十五年国富調査のための個人企業資産調査の目的は何ですか？,個人企業の所有し、又は使用する資産の状況を調査し、国富推計の基礎資料を作成することです。
農用地の土壌の汚染防止等に関する法律に基づく対策地域の指定の公告にはどのような情報が含まれますか？,対策地域の指定の公告には、指定した年月日、市町村、大字、字、小字及び地番、一定の地物、施設、工作物又はこれらからの距離及び方向、平面図が含まれます。
昭和四十五年国富調査のための法人資産調査の目的は何ですか？,法人が所有し、又は使用する資産の状況を調査し、国富推計の基礎資料を作成することです。
国の所有に属する自動車等の交換に関する法律施行令が改正されたのはいつですか？,昭和四十六年十一月三十日
