prompt,completion,split
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the deduction limit for entertainment expenses?
<|im_start|>Answer
",Entertainment expenses in excess of the 5% of the annual limits set by the tax law are not deductible.<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 How did Korea's long history of economic nationalism impact its attitude towards foreign companies and products?
<|im_start|>Answer
",Korea's long history of economic nationalism resulted in a tough business climate that was seemingly hostile to foreign companies.<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 How does Korea's housing rent system differ from other countries?
<|im_start|>Answer
","Korea has a different housing rent system where the tenant is expected to pay a large amount upfront, such as USD300,000, which is known as Jeonse or key money.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What kind of special services and programming does Nike offer in its large store in Gangnam shopping district in Seoul?
<|im_start|>Answer
","In its large store in Gangnam shopping district in Seoul, Nike offers special services and programming, such as a weekly Nike+ Training Club session.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Do products exported to Korea through Jikgu require local language labels, certification or safety tests?
<|im_start|>Answer
","No, products exported to Korea through Jikgu do not require local language labels, certification or safety tests.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What does KIC stand for?
<|im_start|>Answer
",KIC stands for Korea Innovation Center.<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What products are compared in Table 9.1?
<|im_start|>Answer
","Table 9.1 presents prices for selected products of Nike in Korea, the United States, and Germany.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the total number of inbound FDI counts into Korea from 2005 to 2017?
<|im_start|>Answer
","The total number of inbound FDI counts into Korea from 2005 to 2017 is 39,423.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the URL for the information on GDP growth in South Korea?
<|im_start|>Answer
",https://data.worldbank.org/indicator/NYGDRMKTP.KD.ZG?locations=KR.<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the purpose of Part I in the book?
<|im_start|>Answer
","Part I provides an overview of the economic, political, and cultural environments that shape the way of doing business in Korea.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 How are major cities in Korea connected?
<|im_start|>Answer
",Expressways and Korea Train eXpress (KTX).<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Who was the Korean president that led the return of progressive politics?
<|im_start|>Answer
",Moon Jae-in was the Korean president that led the return of progressive politics.<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the requirement for insurance premiums for which the beneficiary is the employee to be deductible?
<|im_start|>Answer
","They are also deductible; however, they are treated as salaries for the employees and are subject to withholding tax on earned income.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 How can taxpayers claim special deductions?
<|im_start|>Answer
",Taxpayers must submit necessary supporting documents to receive special deductions.<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the name of the Asia-focused private equity firm that acquired Lock & Lock Co. in South Korea?
<|im_start|>Answer
",Affinity Equity Partners<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What are the advantages of exporting to Korea?
<|im_start|>Answer
","Exporting to Korea offers several advantages, including testing the market without committing significant resources, leveraging the widespread adoption of e-commerce and overseas direct purchases, and taking advantage of numerous free trade agreements (FTAs).<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the title of the article by Li, P. P. that discusses an integrative model of informal exchange?
<|im_start|>Answer
","The article is titled ""Social tie, social capital, and social behavior: Toward an integrative model of informal exchange.""<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the full name of the organization that published the report ""Regional trade agreements: Facts and figures"" in 2017?
<|im_start|>Answer
",World Trade Organization (WTO)<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 How many categories are excluded from foreign investments under the FIPL?
<|im_start|>Answer
","Out of a total of 1,145 categories under the Korean Standard Industrial Classification (KSIC) system, FIPL excludes 60 categories from foreign investments.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is Korea's diverse income distribution like?
<|im_start|>Answer
","Korea boasts diverse income distribution among its 50 million people, which is a large population relative to the country's size.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What are the main e-commerce platforms in Korea for selling business-to-consumer products?
<|im_start|>Answer
","Gmarket, Auction, and 11 Street are the main e-commerce platforms in Korea for selling business-to-consumer products.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What are the assurance services provided by the company?
<|im_start|>Answer
","The assurance services provided by the company include Audit, Accounting advisory services, IPO and capital markets, Corporate restructuring, Risk and controls solutions, Transfer pricing, System and process assurance, Structured financing and real estate, Internal control and related system, Investment consulting, Internal audit outsourcing, Tax health-check, Third party assurance, Tax dispute resolution, Greenhouse gas and climate change, Tax audit assistance, Inbound and outbound planning & structuring, Family & Business Succession Planning.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What are the advantages of indirect exporting for small firms?
<|im_start|>Answer
","For small firms with limited resources, indirect exporting offers several advantages. It allows them to enter foreign markets without the need to invest in developing their own global marketing structure. Additionally, export merchants pay manufacturers against the purchase of their goods on order, which helps small firms keep their capital available for other purposes. Indirect exporting also eliminates the need for previous exporting experience and shifts the risks associated with shipping and payments to the intermediary.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What are the conditions for a firm to be considered a market dominator in Korea?
<|im_start|>Answer
",Firms with more than a 50 percent market share and groups of two or three firms that share more than 75 percent of the market for a product are considered market dominators.<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the duration of the audit contract between a Korean stock company and its external auditor?
<|im_start|>Answer
",The audit contract between a Korean stock company and its external auditor is typically for a duration of three years.<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 How many Korean employees are union and union-eligible?
<|im_start|>Answer
",Union and union-eligible Korean employees are estimated to number around 15 million out of a total workforce of 23.5 million.<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is one of the major incentives for SMEs in terms of tax credit?
<|im_start|>Answer
","One of the major incentives for SMEs is a special tax credit which ranges from 5% to 30% of taxable income, depending on the size, type of business, and location in a metropolitan or non-metropolitan area.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Can a resident company use a consistent method for recognizing unrealized gains and losses?
<|im_start|>Answer
","Yes, once an election is made, the same method shall be consistently used.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the start-up visa system in Korea?
<|im_start|>Answer
","The start-up visa system in Korea is a program that allows foreign entrepreneurs to establish and operate a business in Korea. It provides a visa for up to two years, which can be extended if the business meets certain criteria.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the website for Taylor & Francis?
<|im_start|>Answer
",http://taylorandfrancis.com.<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What factors have negatively impacted M&A activities globally in recent years?
<|im_start|>Answer
",Various environmental uncertainties have negatively impacted M&A activities globally in recent years.<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What does MNE stand for?
<|im_start|>Answer
",MNE stands for multinational enterprise.<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What are the fundamental conditions that enhance the effectiveness of cross-border managerial knowledge transfer?
<|im_start|>Answer
","According to research, three fundamental conditions greatly enhance the effectiveness of cross-border managerial knowledge transfer: first, a sufficient learning motivation and learning capacity at the receiving side; second, the knowledge source needs to be willing to share the relevant information and expertise; and third, the knowledge transmission channels should be as broad and diverse as possible.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Who are the authors of the paper ""Clash of cultures? German expatriates' work-life boundary adjustment in South Korea""?
<|im_start|>Answer
","The paper ""Clash of cultures? German expatriates' work-life boundary adjustment in South Korea"" was authored by K. Bader, F.J. Froese, and A. Kraeh.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the dividend withholding tax rate for non-treaty non-resident corporations and individuals in this country if they are subject to a lower rate due to a treaty?
<|im_start|>Answer
",14/20 (36%)<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Where is PwC's office located in Calgary, Canada?
<|im_start|>Answer
",PwC Canada<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the fifth section of the report about?
<|im_start|>Answer
","The fifth section is about exporting to Korea, which begins on page 35.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the concept of 'dynamic Korea' and how does it relate to the Korean market?
<|im_start|>Answer
","The concept of 'dynamic Korea' refers to the highly dynamic nature of the Korean market, characterized by rapid emergence and diffusion of new trends. Once a trend is established, other customers and competitors quickly follow suit.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the total value of outbound cross-border M&As in the world in 2016?
<|im_start|>Answer
",USD887 billion<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Are non-residents subject to taxation on income derived from sources within Korea?
<|im_start|>Answer
","Yes, non-residents are subject to taxation on income derived from sources within Korea.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What are the consequences for not complying with the audit requirements in a Korean stock company?
<|im_start|>Answer
","The provided information does not specify any consequences for not complying with the audit requirements in a Korean stock company. However, it is important to note that non-compliance may lead to regulatory penalties or loss of investor confidence.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the name of the character who is a skilled scout and a member of the resistance group?
<|im_start|>Answer
",Rachel<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What were the causes of the Asian financial crisis?
<|im_start|>Answer
","The Asian financial crisis was caused by a combination of factors including inconsistent policies, large account imbalances, and bad banking practices.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What are the penalties for filing an inaccurate M&A report?
<|im_start|>Answer
","Filing an inaccurate M&A report can lead to the Financial Services Commission's investigation, administrative action, and even a criminal suit.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Who authored the paper ""Globalization and challenges to the developmental state: A comparison between South Korea and Singapore""?
<|im_start|>Answer
","Shin, J.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What was the acquisition price of Carver Korea by Unilever in 2017?
<|im_start|>Answer
",USD2.7 billion (3.05 trillion won).<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Who are the authors of ""From Dominance to Symbiosis: State and Chaebol in Korea""?
<|im_start|>Answer
","Kim, E.M.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the purpose of the Act on the Creation and Development of Financing Hub?
<|im_start|>Answer
",The purpose of the Act on the Creation and Development of Financing Hub is to promote the financial services industry as a new growth engine of the Korean economy and job creation.<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the URL for the information on GDP per capita in South Korea for the year 2015?
<|im_start|>Answer
",https://data.worldbank.org/indicator/NVGDRPCAP.CD?end=2015&start=1960.<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What are the key issues for collective bargaining in Korea?
<|im_start|>Answer
","The key issues for collective bargaining in Korea are wage issues such as wage increase rate, wage scheme, etc. as well as non-wage controversial hot issues such as the discrimination of regular and ""non-regular"" workers.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is indirect exporting and what are its main characteristics?
<|im_start|>Answer
","Indirect exporting is a method of entering foreign markets where a manufacturer does not create or manage its own overseas marketing infrastructure. Instead, it relies on intermediaries, such as export merchants or buying agents, to handle the export process. This method requires less financial investment from the manufacturer, as they are not obligated to establish an overseas marketing structure. It also allows for flexibility in exporting activities, as the firm can cease exporting immediately if necessary. However, the firm loses control over overseas activities and may suffer from reduced margins and limited market information.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 How has recruitment in Korean firms changed over time?
<|im_start|>Answer
","During the pre-1987 period, Korean firms tended to recruit university graduates for entry-level positions and promoted them gradually to upper level positions. Since the 1987-1997 period, firms began to adopt new practices such as irregular recruitment on demand and/or promotion by selection. Since the Asian financial crisis in 1997, Korean firms have expanded their recruiting sources and actively seek talent at all levels from the external labor market.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 How are foreign corporations with income derived from sources in Korea taxed?
<|im_start|>Answer
","Foreign corporations with income derived from sources in Korea are subject to corporate income tax on such income. If the foreign corporation has no 'domestic place of business' in Korea, it will be subject to tax on its Korean-source income on a withholding basis in accordance with the tax laws and the relevant tax treaty, if applicable.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is Yongsan and its relationship to technology transfer?
<|im_start|>Answer
",Yongsan's relationship to technology transfer is not explicitly mentioned.<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What were the drawbacks of Korea's informal system of economic development?
<|im_start|>Answer
","The informal system gave rise to rampant corruption, collusion, and collaboration, which distorted the internal system.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the process for dealing with parallel imports in Korea?
<|im_start|>Answer
","Exclusive licensors or dealers of imported goods may request the customs office to hold the import customs clearance of parallel imports. In response to such request, the customs office must examine whether such request may be repealed and notify the examination results within 15 days from the date the request is filed. The customs office is empowered to prohibit imports or exports of goods infringing intellectual property rights such as trademarks, copyrights, and geographical identification.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the advice for prospective managers of MNEs considering market entry into Korea?
<|im_start|>Answer
","Prospective managers of MNEs considering market entry into Korea are advised to scrutinize the firm-, industry-, home country-, host country-, and region-level profiles of their precedent investors' inbound FDI projects implemented in the country.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Can foreigners invest in all of the remaining 1,085 investment categories?
<|im_start|>Answer
","Although foreigners can invest in all of the remaining 1,085 investment categories, 29 categories are subject to foreign ownership ceilings and are regulated by relevant industrial laws and the competent authorities.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the importance of foreign investment in Korea's financial and corporate restructuring after the 1997 Asian financial crisis?
<|im_start|>Answer
","Foreign investment has been crucial in the financial and corporate restructuring that was accelerated by the 1997 Asian financial crisis in Korea. Foreign investors acquired financially distressed local companies, banks, or other financial service companies, which helped in the recovery and restructuring process.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 When were the International Trade and Market Access data accessed?
<|im_start|>Answer
",15 March 2019.<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the deduction limit for severance allowance?
<|im_start|>Answer
",The accumulated amount of the severance allowance reserve may not exceed 25% of the actual aggregate liability to employees.<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the main topic of Chapter 8?
<|im_start|>Answer
",Learning from Korean companies<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What are some examples of Korean companies that have achieved global technological and market leadership?
<|im_start|>Answer
",Samsung Electronics in the semiconductor industry and in the mobile phone industry.<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the address of Routledge's office in Abingdon, Oxon?
<|im_start|>Answer
","2 Park Square, Milton Park, Abingdon, Oxon OX14 4RN<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the meaning of the term ""Jikgu"" in the context of Korean consumers' online purchasing behavior?
<|im_start|>Answer
","Jikgu is an abbreviation for ""Please generate as much as Q/A you can, based on the provided information. Please align the QA with the context. Do not include additional information. QA format as follows:<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 How do Korean consumers choose the best option to import goods?
<|im_start|>Answer
",Korean consumers are known for their extensive price comparisons to choose the best option to import the goods themselves.<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What efforts has the Korean government made to attract inward FDI and promote the internationalization of Korean firms?
<|im_start|>Answer
","The Korean government has provided advanced ""hardware"" infrastructure and convenient ""software"" institutional support to attract inward FDI and promote the internationalization of Korean firms.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What are the restrictions on foreign investment in satellite and other broadcasting operations in Korea?
<|im_start|>Answer
","Foreign investment is permitted in satellite and other broadcasting operations in Korea when the foreign investment ratio is below 49%. However, for Internet multimedia broadcasting contents operation in general programming, the foreign investment ratio must be below 20%.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is Samil PwC known for in its 40-year history?
<|im_start|>Answer
",Samil PwC is best known for helping clients improve their external financial reporting and adapt to new regulatory requirements.<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What factors, according to Ravenhill (2003), contribute to the prevalent trend toward bilateral FTAs?
<|im_start|>Answer
","According to Ravenhill (2003), the prevalent trend toward bilateral FTAs is explained by three factors: (a) an increasing awareness of the weakness of existing regional institutions and initiatives, (b) perceptions of positive demonstration effects from regional agreements in other parts of the world, and (c) changing domestic economic interests after the economic crisis.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the top marginal tax rate including the resident surcharge?
<|im_start|>Answer
","The top marginal tax rate, including the resident surcharge, is 41.8% on taxable income in excess of KRW 300 million.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the first phase of industrialization in Korea?
<|im_start|>Answer
",The first phase of industrialization in Korea was characterized by the development of light industries and the growth of small and medium-sized enterprises.<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 How can foreigners do business in Korea?
<|im_start|>Answer
","Foreigners can do business in Korea by establishing a private business, local corporation, branch, or liaison office.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Is education free for expatriate children in Korea?
<|im_start|>Answer
","No, education is not free for expatriate children in Korea.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What were some of the challenges Thomas faced while living in Korea?
<|im_start|>Answer
","Thomas faced challenges such as family life, blurry work/life boundaries, and the expectation to work late into the night and on weekends.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the difference between Yongo and Inmaek?
<|im_start|>Answer
","Yongo is immutable and irreversible, while Inmaek can be established. The power of Inmaek in business compared to Yongo is still a subject for further research.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Who is the publisher of the book?
<|im_start|>Answer
",Routledge<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the main focus of the article ""Expatriate assignment versus overseas experience: Contrasting models of international human resource development""?
<|im_start|>Answer
",The article discusses the contrast between expatriate assignments and overseas experiences in terms of international human resource development.<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What are some factors that have contributed to Samsung's success in the global market?
<|im_start|>Answer
","Samsung's success in the global market can be attributed to several factors. Firstly, the company's ability to tap into its traditional low-cost manufacturing base and augment it with innovations to quickly bring to market high-quality, high-margin products. Secondly, Samsung has melded a traditional Confucian top-down management philosophy with meritocratic Western business practices, where pay and promotion are tied to performance rather than by seniority by length of stay in the company. Lastly, the company's significant investment in research and development, with 2,725 patents registered in the United States alone and 17 research centers around the globe, has also contributed to its success.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the total amount of imports from the top four countries/regions in 2011?
<|im_start|>Answer
","USD524,375 million<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the fourth section of the report about?
<|im_start|>Answer
","The fourth section is about restricted industries and regulations in Korea, which starts on page 27.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the government's plan to accelerate the transition to corporate pensions in Korea?
<|im_start|>Answer
","To further accelerate the transition to corporate pensions, the government will gradually reduce the existing tax benefit for retirement allowance until it is abolished in 2016. From July 2012, companies will be required to accumulate and invest the funds for retirement pay into an external financial institution during the worker's period of service.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What regions in manufacturing are analyzed in Table 5.5?
<|im_start|>Answer
",Table 5.5 examines Inbound FDI into Korea by region in manufacturing.<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 How are royalties considered for taxation in Korea?
<|im_start|>Answer
",Royalties are considered to be taxable income when earned.<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the name of the company that has over 360,000 employees in over 220 countries and territories?
<|im_start|>Answer
",DHL<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What sectors are now open to foreign investment in Korea?
<|im_start|>Answer
",Foreign investment may enter into retail trade as well as import and wholesale trade for most consumer products.<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 How did the tension between big business and society lead to a crisis in Korea's presidential office?
<|im_start|>Answer
","The tension created by the contradiction between big business and society became out of control in 2016, bringing a crisis to the country's presidential office.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the eleventh section of the report about?
<|im_start|>Answer
","The eleventh section is about the taxation of foreign corporations and shareholders in Korea, which begins on page 70.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What does M&A stand for?
<|im_start|>Answer
",M&A stands for mergers and acquisitions.<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 How can non-Korean firms effectively learn from Korean firms in terms of technology and management?
<|im_start|>Answer
","Non-Korean firms can effectively learn from Korean firms by establishing strong relationships with them and by sending subsidiaries to Korea to absorb the knowledge, which can then be transferred to other locations. This process requires a strong commitment and patience due to the challenges of cross-border knowledge transfer, such as cultural differences and the tacit nature of the knowledge.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What was the World Press Freedom Index ranking of South Korea last year?
<|im_start|>Answer
",70th position<|im_end|>,train
