prompt,completion,split
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Are there any benefits for employers in adopting a yearly wage system in Japan?
<|im_start|>Answer
","There are often few benefits for employers in practice under Japanese labor law. If a company introduces a yearly wage system, it usually only covers management-level employees.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What businesses are permitted to have their employees work up to 44 hours per week?
<|im_start|>Answer
","Retail and beauty services, cinemas and theatres, businesses related to health and hygiene, as well as restaurants and entertainment businesses with less than 10 regular employees.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Where is the Notice of Ineligibility for Employment Insurance submitted?
<|im_start|>Answer
",Public Employment Security Office.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the purpose of the resident card issued to mid-to long-term residents in Japan?
<|im_start|>Answer
",The resident card is issued to mid-to long-term residents in Japan to confirm their status of residence and to facilitate their residency in Japan.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What are the key human resource (HR) regulations that businesses need to follow in Japan?
<|im_start|>Answer
","HR regulations in Japan include labor laws, employment contracts, social insurance, and labor standards.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is a multiple-class application?
<|im_start|>Answer
",A multiple-class application is when applications can be made for several classes at once.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Can anyone perform the services covered by (1) and (3) in private practice or by corporations?
<|im_start|>Answer
","No, only labor and social security attorneys are legally allowed to perform services covered by (1) and (3) in private practice, certified social insurance labor and social security attorney corporations, or attorneys.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 By when must the Labor standards enforcement report be filed with the labor standards inspection authorities?
<|im_start|>Answer
","The Labor standards enforcement report must be filed without delay when a business becomes subject to the Labor Standards Act, which is when it employs workers.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the rate of increase in wages for employees who work in excess of statutory working hours?
<|im_start|>Answer
",25%<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Can insured parties be reimbursed for medical expenses incurred overseas?
<|im_start|>Answer
","Yes, if an insured party incurs medical treatment expenses at a medical institution while staying or traveling overseas, he/she can apply to be reimbursed after returning to Japan.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What document may be needed when requesting a financial institution in Japan to take custody of the subsidiary's capital?
<|im_start|>Answer
",Document(s) certifying that the foreign company has decided to establish a subsidiary company may also be needed when requesting a financial institution in Japan to take custody of the subsidiary's capital.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Is the establishment of a board of directors required for small and medium companies in Japan?
<|im_start|>Answer
","Yes, the establishment of a board of directors is required for small and medium companies in Japan, with at least 3 or more directors.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 How many points are given to a degree obtained at a higher educational institution in Japan?
<|im_start|>Answer
",The points given to a degree obtained at a higher educational institution in Japan have risen from 5 to 10.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What kind of activities are authorized for Engineer/Specialist in Humanities/International Services status of residence in Japan?
<|im_start|>Answer
","Engineer/Specialist in Humanities/International Services status of residence in Japan authorizes activities to engage in services that require skills or knowledge pertinent to various fields, or activities to engage in services that require specific ways of thought or sensitivity based on experience with foreign culture.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Is the establishment of a board of directors mandatory for large Kabushiki-Kaisha?
<|im_start|>Answer
",Establishment of a board of directors is required if a board of auditors is established for large Kabushiki-Kaisha.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the first-to-file rule in Japan's trademark system?
<|im_start|>Answer
","Japan's trademark system operates on a first-to-file rule basis, meaning that the first person to file a trademark application is generally entitled to the trademark registration, regardless of who actually used the trademark first.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What are the types of domestic-sourced income that form the basis for determining tax treatment on foreign corporations in Japan?
<|im_start|>Answer
","The domestic-sourced income that forms the basis for determining tax treatment on foreign corporations in Japan includes business income derived from business activities in Japan, consideration for providing certain services rendered in Japan such as engineers, rent of real estate and other properties in Japan, proceeds from the transfer of real estate in Japan, income derived from the management of assets in Japan, interest on deposits and savings deposited to offices in Japan, dividends received from domestic corporations, interest on loans for business operations in Japan, and license fees, royalties, and usage fees for machinery and equipment received from business operations in Japan.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Who bears the burden of paying premiums for Workers' Accident Compensation Insurance?
<|im_start|>Answer
",The employer bears the burden of paying premiums.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What are the three ways in which workers employed by other companies can be used?
<|im_start|>Answer
","Worker dispatching, contracting, and temporary transfer.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What are the two types of transactions subject to consumption tax in Japan?
<|im_start|>Answer
",The two types of transactions subject to consumption tax in Japan are domestic transactions and import transactions.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 How are deemed working hours calculated for employees working outside the workplace?
<|im_start|>Answer
","If the employees need to work in excess of the prescribed working hours to provide the services, it will be deemed that the employees have worked for ""hours generally required to perform those services"" or ""hours prescribed in the labor-management agreement.""<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the severance pay system in Japan?
<|im_start|>Answer
","Almost all enterprises in Japan have a severance pay system, where a one-off payment is made to workers upon leaving the enterprise, calculated based on factors such as length of service and reason for leaving. This payment is not subject to social insurance contributions and is treated more favorably for tax purposes.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Are there any exceptions for employees dispatched from abroad?
<|im_start|>Answer
","Persons dispatched from the United States, Belgium, France, the Netherlands, the Czech Republic, Switzerland, and Hungary to Japan who are enrolled in medical insurance in these countries are exempt from enrolling in Japan.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What activities are covered by temporary visitor status in Japan?
<|im_start|>Answer
","Temporary visitor status covers tourism, recuperation, sports, visits to relatives, field trips, participation in short courses or meetings, business liaison, and similar activities.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the purpose of examining identical corporate names at the Legal Affairs Bureau?
<|im_start|>Answer
",Examining identical corporate names at the Legal Affairs Bureau is to ensure that the proposed name for the Godo-Kaisha is unique and not already in use by another company.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the maximum amount covered by the Employment Adjustment Subsidy?
<|im_start|>Answer
","The Employment Adjustment Subsidy covers two thirds (one half in the case of large enterprises) of the cost of allowances paid for temporary layoffs, subject to a maximum amount. The exact maximum amount is not specified in the provided information.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the process for acquiring a visa to work in Japan?
<|im_start|>Answer
","The process involves applying for a Certificate of Eligibility in Japan, which is then sent to the applicant or their proxy. If the applicant is already in Japan on a temporary visitor status of residence when the Certificate of Eligibility is issued, they may be able to change their status without leaving the country. The Certificate of Eligibility is then used to apply for a visa at a Japanese diplomatic mission abroad. Once the visa is issued, the applicant can enter Japan and present their passport, visa, and Certificate of Eligibility at the port of debarkation to receive a resident card.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the role of the Japan Patent office in the International Registration of Industrial Designs?
<|im_start|>Answer
",The Japan Patent office is responsible for administering and facilitating the International Registration of Industrial Designs in Japan.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Can the government in Japan recognize the representative of a foreign corporation's representative office as a ""worker"" under the Labor Standards Act?
<|im_start|>Answer
","No, it is currently difficult for the government to recognize the representative of the office as a ""worker"" due to lack of established official documents and handling standards.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the purpose of the Godo-Kaisha's articles of incorporation?
<|im_start|>Answer
","The Godo-Kaisha's articles of incorporation contain information about the company, such as the trade name, location of the head office, business objectives, business year, amount of capital, names of members (equity participants) and values of their subscriptions, names of representative members, and names of executive officers.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the current edition of the booklet?
<|im_start|>Answer
",The current edition of the booklet is the 11th edition.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the purpose of the residency management system for foreign nationals in Japan?
<|im_start|>Answer
","The residency management system for foreign nationals in Japan is designed to manage and monitor the status of foreign nationals residing legally in Japan for the mid- to long-term. The system issues resident cards to these individuals, which serve as a form of identification and contain important information about their stay in Japan.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the minimum number of directors required for a large joint-stock corporation with capital of 20 billion yen or more?
<|im_start|>Answer
",A large joint-stock corporation with capital of 20 billion yen or more is required to appoint 3 or more directors.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Who is eligible for Employment Insurance in Japan?
<|im_start|>Answer
","In principle, this applies to all general workers. However, to qualify for Employment Insurance, part-time workers' prescribed working hours must not be less than 20 hours per week, and they must expect to be employed for not less than 31 days.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is worker dispatching?
<|im_start|>Answer
","Temporary workers can be placed at companies to perform any duties other than port transport, construction, and security, as well as some medical work.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the purpose of the ""Extension of Period of Stay"" process?
<|im_start|>Answer
",To allow foreign nationals to continue their activities in Japan beyond the initial period of stay.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the process for a foreign national to acquire a working visa for Japan?
<|im_start|>Answer
","The process for a foreign national to acquire a working visa for Japan involves applying for a working visa at a Japanese diplomatic mission abroad, presenting the Certificate of Eligibility issued by the Immigration Bureau in Japan.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the purpose of examining identical corporate names at the Legal Affairs Bureau?
<|im_start|>Answer
",To ensure that the proposed name for the joint-stock corporation is unique and not already in use by another company.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the special tax rate for certain family corporations with 100 million yen or less paid-in capital?
<|im_start|>Answer
",Tax exemption on retained earnings applies.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 How is self-assessed income tax calculated for residents in Japan?
<|im_start|>Answer
","Self-assessed income tax for residents in Japan is calculated by first determining income using methods established for each income classification. Then, various income deductions are subtracted from the total income, resulting in taxable income. This taxable income is multiplied by the progressive tax rates provided in the table (Table 3-7). Any withholding income tax levied on the income beforehand will be deducted from the calculated tax.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the local corporate tax rate for taxable income up to 4 million yen?
<|im_start|>Answer
",The local corporate tax rate for taxable income up to 4 million yen is 0.66%.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 How can employers ensure redundancies are deemed reasonable during company restructuring?
<|im_start|>Answer
","They must meet the following four criteria: necessity, effort to avoid redundancy, reasonable selection, and prove that the standards by which they selected those to be made redundant are reasonable, and that redundancies were carried out fairly.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the obligation of employers regarding safety and hygiene matters for workers?
<|im_start|>Answer
",Employers are obliged to pay due consideration to safety and hygiene matters to avoid illness or injury to workers in the course of work.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Is there a notice for U.S. users?
<|im_start|>Answer
","Yes, there is a notice for U.S. users regarding the registration of JETRO offices under the Foreign Agents Registration Act.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Can losses be carried back to the previous year in Japan?
<|im_start|>Answer
","Certain corporations, such as prescribed small and medium-sized enterprises that file a blue form return, are allowed to carry back a loss to the business year commencing not more than one year prior to the date of commencement of the business year in which the loss arose, and are allowed to receive a full or partial refund of the amount of corporate tax in the business year in which the loss was carried back.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 How many points are given to Japanese language proficiency?
<|im_start|>Answer
",The points given to Japanese language proficiency have risen from 10 to 15.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the deadline for filing a notification of change of name, date of birth, sex, or nationality/region?
<|im_start|>Answer
","Notification must be filed within 14 days of the change of name, date of birth, sex, or nationality/region.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the time limit for submitting a notification to the Labor Standards Inspection Office and Public Employment Security Office?
<|im_start|>Answer
",The time limit for submitting a notification is within 10 days.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Are Sundays or public holidays mandatory days off for employees?
<|im_start|>Answer
",No.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 How does the term of directors in Kabushiki-Kaisha companies end?
<|im_start|>Answer
",The term of directors in Kabushiki-Kaisha companies ends upon expiration of their term of office.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the purpose of the notifications mentioned in this section?
<|im_start|>Answer
",The notifications are required for public employment security authorities and pension authorities to ensure compliance with social insurance regulations.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 When is the periodic calculation for labor insurance premiums?
<|im_start|>Answer
",Every July.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 How is the wage system typically structured in Japanese companies?
<|im_start|>Answer
","Japanese companies typically pay wages on a monthly basis and provide summer and winter bonuses. Monthly wages usually include a basic wage and various allowances, and bonuses make up a high proportion of total wages.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What are the main types of visas available for foreigners looking to do business in Japan?
<|im_start|>Answer
","The main types of visas available for foreigners looking to do business in Japan include the Business Manager visa, Investor/Entrepreneur visa, and the Technical Intern Training visa.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Is it possible to receive protection under the Unfair Competition Prevention Law even after design rights lapse in Japan?
<|im_start|>Answer
","Yes, it is possible to receive protection under the Unfair Competition Prevention Law even after design rights lapse if the form of the registered object becomes famous.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the minimum number of employees required to submit a notification to the local agency, Pension Office, or Health Insurance Union Office?
<|im_start|>Answer
",You need to submit a notification if you have 1 or more employees.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the purpose of a certificate on registered company information in Japan?
<|im_start|>Answer
","The certificate on registered company information is a document officially certifying a company's registered information and is ordinarily presented whenever opening a bank account, filing notifications with administrative authorities, purchasing assets for which name registration is required, and concluding important agreements with business partners.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the ""Program to increase foreign entrepreneurs"" in Japan?
<|im_start|>Answer
","The ""Program to increase foreign entrepreneurs"" is a special provision of the Immigration Control Act for national strategic special zones, which allows foreign nationals intending to start a business in certain autonomous bodies to be given the status of residence for a ""Business manager"" for 6 months without meeting the usual requirements, provided they submit a business plan and it is approved by the autonomous bodies. This allows foreign entrepreneurs to make preparations for the establishment of their business while staying in Japan.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the term length for executive officers in small and medium companies in Japan?
<|im_start|>Answer
",The term length for executive officers in small and medium companies in Japan is 1 year.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 How is the old-age pension calculated?
<|im_start|>Answer
",The amount of old-age pension is calculated according to the amount of insurance premiums paid and the length of the period over which they were paid.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 How many days of paid leave are granted to employees who have worked for six consecutive months?
<|im_start|>Answer
",10 days.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the obligation of employers regarding the informing of workers about work rules?
<|im_start|>Answer
",Employers are required to inform workers of the work rules or any labor-management agreements as provided for in the Labor Standards Act.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Are employers allowed to change a worker's duties or temporarily assign them to another company?
<|im_start|>Answer
","Yes, employers have considerable discretion when it comes to changing a worker's duties or temporarily assigning him or her to another company if this is reasonably necessary to business.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 By when must the Notification of incorporation be filed with the national tax authorities?
<|im_start|>Answer
",The Notification of incorporation must be filed within 2 months from the date of incorporation.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Can corporations with 100 million yen or less paid-in capital receive a refund for carry-back of losses?
<|im_start|>Answer
","Yes, they can receive a refund of the tax paid by offsetting the loss in the current business year against the income made in the previous business year.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Who pays the labor insurance premiums?
<|im_start|>Answer
",The employer.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the paid-in capital requirement for exemption from the consumption tax?
<|im_start|>Answer
",The paid-in capital requirement for exemption from the consumption tax is less than 10 million yen.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What activities require a foreign corporation to submit tax notification without establishing a branch office?
<|im_start|>Answer
","A foreign corporation is required to submit tax notification when carrying out activities without establishing a branch office through locations or parties meeting certain conditions, such as construction, installation, assembly or other works, or control and supervision of such works extending for more than one year, or engaging in business through certain agents.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 How often is the booklet revised to incorporate changes in the areas covered?
<|im_start|>Answer
",The booklet is revised as needed to incorporate changes in the areas covered since its first publication.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What happens when both the person who gave the properties and the person who received the properties have no address in Japan?
<|im_start|>Answer
","When both the person who gave the properties and the person who received the properties have no address in Japan, only the properties located in Japan are subject to inheritance/gift tax. So properties located outside Japan is not within the scope of the inheritance/gift tax.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the penalty for illicit sellers of fake brand-name goods in Japan?
<|im_start|>Answer
","The trading of bogus items is severely punishable under Japanese law, and in many cases, illicit sellers of fake brand-name goods are charged with criminal (as opposed to civil) offences.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What are the principles of wage payment in Japan?
<|im_start|>Answer
","Employers must pay wages in legal tender, directly to the employee, not less than once per month, and on a specified date. They can remit wages into a bank account specified by the employee if the employee agrees, and can deduct social insurance premiums, taxes, and similar expenses from wages.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Is there an interim tax return requirement in Japan?
<|im_start|>Answer
","Yes, corporations whose taxable years exceed six months must file an interim return, within two months from the day following the end of the first six months of the taxable year, an interim tax return for the period starting on the first day of that taxable year and ending on the day six months thence, and must pay the interim amount of tax owed.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the deadline for a mid- to long-term foreign resident to notify the regional immigration bureau of changes in their organization or status?
<|im_start|>Answer
",The deadline for a mid- to long-term foreign resident to notify the regional immigration bureau of changes in their organization or status is within 14 days.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the fax number for the Invest Japan Promotion Division?
<|im_start|>Answer
",+81-3-3505-1990<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Who is eligible for Workers' Accident Compensation Insurance?
<|im_start|>Answer
","As a rule, this is compulsorily applicable to all workers. Principals of small and medium businesses (representative director, etc.) may be specially approved for coverage if they apply.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the role of patent attorneys in Japan regarding intellectual property rights?
<|im_start|>Answer
","Patent attorneys, known as benrishi in Japan, are experts publicly authorized to act as agents in carrying out application procedures for intellectual property rights such as patents, designs, and trademarks. They are highly knowledgeable in this field and are commonly hired by those seeking to acquire rights or whose rights have been infringed.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the Employees' Pension Insurance in Japan?
<|im_start|>Answer
",The Employees' Pension Insurance is a social security program in Japan that provides pension benefits to employees who have paid insurance premiums for a certain period.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Is there a difference in the rules for tax notification depending on the timing of the commencement of the business year for a branch office?
<|im_start|>Answer
","Yes, different rules apply depending on the timing of the commencement of the business year for a branch office.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the notice for when bonuses are paid?
<|im_start|>Answer
",Notice of Payment of Bonus.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Where do you enroll in social insurance?
<|im_start|>Answer
",Local Pension Office or Health Insurance Union Office if enrolled therein.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What happens if a decision on an extension application is not made by the expiration date?
<|im_start|>Answer
",The foreign national can remain in Japan under the same status of residence until a decision is made or two months have elapsed from the original expiration date.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Is it legal for an employer to prohibit a worker from working for a competitor after leaving the company in Japan?
<|im_start|>Answer
","An agreement that prohibits working for a competitor for a certain period after leaving the company is only valid if the term, geographical scope, professional field concerned, and similar restrictions are reasonable and commensurate compensation is provided.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Does Japan have social security agreements with other countries?
<|im_start|>Answer
","Yes, Japan has social security agreements with several countries, which exempt individuals insured in the pension system of these countries from enrolling in the Japanese pension system upon submitting the appropriate notification.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 How long does it typically take to establish a joint-stock corporation after determining its profile?
<|im_start|>Answer
",About two months.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the usual practice for dismissal in Japan?
<|im_start|>Answer
","In Japan, it is common for employers to explain the business or job situation to the worker and persuade them to resign voluntarily. Various conditions may be discussed to encourage the worker to agree to resign.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the purpose of submitting a Notice of Agreement?
<|im_start|>Answer
",The purpose of submitting a Notice of Agreement is to inform the local Labor Standards Inspection Office about any agreements regarding overtime and work on statutory days off.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the corporate inhabitant tax rate for taxable income up to 4 million yen?
<|im_start|>Answer
",The corporate inhabitant tax rate for taxable income up to 4 million yen is 0.48% for the prefectural tax and 1.46% for the municipal tax.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Is there a requirement for a representative director in small and medium Kabushiki-Kaisha?
<|im_start|>Answer
",Appointment of 1 or more representative directors with the right to execute business is required for small and medium Kabushiki-Kaisha.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Is there a difference between the inheritance tax and the gift tax in Japan?
<|im_start|>Answer
","Yes, there is a difference between the inheritance tax and the gift tax in Japan. The taxable amount each tax rate is applied is different for both taxes.<|im_end|>",train
