Question,Answer
Are there any exceptions for employees dispatched from abroad?,"Persons dispatched from the United States, Belgium, France, the Netherlands, the Czech Republic, Switzerland, and Hungary to Japan who are enrolled in medical insurance in these countries are exempt from enrolling in Japan."
Who can be covered as dependents under health insurance in Japan?,"Insured parties' lineal ascendants, spouses, children, grandchildren, and siblings whose livelihood is maintained mainly by the insured party are eligible to receive insurance benefits."
Is nursing care insurance coverage available for everyone?,Nursing care insurance applies only to those of 40 years or over.
How much of the medical expenses are covered by health insurance in Japan?,"70% of expenses incurred for medical treatment at designated Insurance Medical Institutions are covered by insurance, while the insured party must pay the remaining 30%."
Can insured parties be reimbursed for medical expenses incurred overseas?,"Yes, if an insured party incurs medical treatment expenses at a medical institution while staying or traveling overseas, he/she can apply to be reimbursed after returning to Japan."
What is the maximum amount for standard monthly remuneration and standard bonus for calculating health insurance premiums?,"The maximum standard monthly remuneration is 1.39 million yen, and the maximum standard bonus is 5.73 million yen per year."
What is the Employees' Pension Insurance in Japan?,The Employees' Pension Insurance is a social security program in Japan that provides pension benefits to employees who have paid insurance premiums for a certain period.
Who is obliged to take part in the Employees' Pension Insurance?,All incorporated companies without exception and sole proprietorships with five or more regular employees are generally obliged to take part in the insurance.
Who are the insured parties in the Employees' Pension Insurance?,"Generally, all employees of the applicable businesses are covered, with the exception of those over 70 years old. Part-time employees are covered where their prescribed working hours are approximately 75% of those of full-time employees."
What benefits does the Employees' Pension Insurance provide?,"The Employees' Pension Insurance provides old-age pension, disability pension, and survivor's pension."
How is the old-age pension calculated?,The amount of old-age pension is calculated according to the amount of insurance premiums paid and the length of the period over which they were paid.
What is the premium rate for the Employees' Pension Insurance?,Insurance premiums are 17.828% (until August 2016) or 18.182% (after the revision in September 2016) of the insured party's standard monthly remuneration and standard bonus; the insured party and the employer share the premiums equally.
Does Japan have social security agreements with other countries?,"Yes, Japan has social security agreements with several countries, which exempt individuals insured in the pension system of these countries from enrolling in the Japanese pension system upon submitting the appropriate notification."
What happens to the premiums paid by a foreign national who returns to their country without having received a pension?,"A portion of the premiums paid by a foreign national upon leaving Japan is refunded, calculated according to the length of time that person was covered under Employees' Pension Insurance and the amount of premiums paid."
Who must submit notifications to the local Pension Office within five days?,Every person aged between 20 and 59 (inclusive) residing in Japan and without Employees' Pension Insurance must be a part of the national pension system and submit notifications to the local Pension Office within a period of five days starting on the day following that on which participation in the insurance program was established.
What is the labor insurance coverage for individuals working at a representative office of a foreign corporation in Japan?,"The labor insurance coverage varies depending on whether the individual falls under the definition of ""workers"" under the Labor Standards Act in Japan. However, it is currently difficult for the government to recognize the representative of the office as a ""worker"" due to lack of established official documents and handling standards."
Can the representative of a representative office be covered by social insurance in Japan?,"In case of a representative office with less than 5 employees, voluntary coverage with the representative as the employer or voluntary coverage as an association without right capacity is available. If the office has 5 or more employees and falls under prescribed kinds of businesses, insurance coverage is mandatory. However, including the representative as the person insured is currently difficult due to lack of specific rules."
What is the difference in social insurance coverage between a representative office with less than 5 employees and one with 5 or more employees in Japan?,"For a representative office with less than 5 employees, voluntary coverage options are available, while for one with 5 or more employees, insurance coverage is mandatory. However, including the representative as the person insured is difficult in both cases due to lack of specific rules."
Can the representative of a representative office be covered by workers' accident compensation insurance in Japan?,"It is currently difficult for the government to recognize the representative of the office as a ""worker"" under the Labor Standards Act, making it difficult for the representative to be covered by workers' accident compensation insurance."
Is there a specific procedure for including the representative of a representative office as the person insured for social insurance in Japan?,"No, there are no specific rules for handling this matter, making it currently difficult to include the representative as the person insured."
What is the recommended action if a representative office needs clarification on social insurance coverage in Japan?,It is recommended to request the advice of an expert in such cases.
"What is the definition of ""workers"" under the Labor Standards Act in Japan?","The definition of ""workers"" under the Labor Standards Act in Japan is not provided in the given information."
"Can the government in Japan recognize the representative of a foreign corporation's representative office as a ""worker"" under the Labor Standards Act?","No, it is currently difficult for the government to recognize the representative of the office as a ""worker"" due to lack of established official documents and handling standards."
Is social insurance coverage mandatory for a representative office with 5 or more employees in Japan?,"Yes, if a representative office has 5 or more employees and falls under prescribed kinds of businesses, insurance coverage is mandatory."
What is the premium rate for Workers' Accident Compensation Insurance in Japan?,The premium rate for Workers' Accident Compensation Insurance in Japan is 0.35%.
Which businesses are required to have Workers' Accident Compensation Insurance in Japan?,All businesses that employ workers must have Workers' Accident Compensation Insurance in Japan.
What are the benefits covered under Workers' Accident Compensation Insurance in Japan?,"Workers' Accident Compensation Insurance in Japan covers medical expenses, work missed, disability or death resulting from work or commuting."
Who pays the premiums for Workers' Accident Compensation Insurance in Japan?,The employer pays the premiums for Workers' Accident Compensation Insurance in Japan.
What is the premium rate for Employment Insurance in Japan?,The premium rate for Employment Insurance in Japan is 0.7%.
Who must have Employment Insurance in Japan?,All workers whose prescribed working hours are not less than 20 hours per week must have Employment Insurance in Japan.
What are the benefits covered under Employment Insurance in Japan?,Employment Insurance in Japan covers unemployment compensation for unemployed workers.
Who pays the premiums for Employment Insurance in Japan?,"Both the employer and the worker pay premiums for Employment Insurance in Japan, with the employer paying 0.4% and the worker paying 0.3%."
What is the premium rate for Health Insurance in Japan?,The premium rate for Health Insurance in Japan is 4.98% for full-time workers.
Who is covered under Health Insurance in Japan?,All full-time workers in Japan are covered under Health Insurance.
What is the name of the country with which Japan has a social security agreement effective from February 2000?,Germany
What are the two groups of expenses that a company spends on the welfare benefits of its employees?,The two groups of expenses that a company spends on the welfare benefits of its employees are statutory welfare expenses and voluntary welfare expenses.
What is the portion of wages comprised of welfare benefits according to a study conducted in FY2014?,"According to a study conducted in FY2014, the portion of wages comprised of welfare benefits was 19.2%."
What is the ratio of lump-sum retirement allowances and retirement pensions to the total cash wages?,The ratio of lump-sum retirement allowances and retirement pensions to the total cash wages was 9.8%.
What is the unionization rate of Japan's unions as of June 2015?,The unionization rate of Japan's unions as of June 2015 was estimated to be 17.4%.
"What percentage of companies with 1,000 or more employees have unionized workers?","Workers at 45.7% of companies with 1,000 or more employees are unionized."
What percentage of companies with less than 100 employees have unionized workers?,Employees at only 0.9% of companies with less than 100 employees are unionized.
"What is the term ""Temporary worker""?","The term ""Temporary worker"" refers to a worker that enters into an employment contract with a temporary staffing agency and who, under the orders of the agency, reports for work at a client company and performs duties under the orders of the client company."
Which labor laws apply to temporary workers?,"Labor laws such as the Labor Standards Act, the Industrial Safety and Health Act, and the Equal Employment Opportunity Act apply to temporary workers."
"Who bears the responsibility of complying with the provisions of the Labor Standards Act pertaining to working hours, breaks, and days off for temporary workers?","Companies that accept placement of temporary workers bear the responsibility of complying with the provisions of the Labor Standards Act pertaining to working hours, breaks, and days off."
Who is responsible for ensuring temporary workers' annual paid leave and supplying the client company with a replacement worker if necessary?,It is the temporary staffing agency's responsibility to ensure temporary workers' annual paid leave and to supply the client company with a replacement worker if necessary while the original temporary worker is on annual paid leave.
Who are the specialists consulted for human resource management in the context of the provided information?,Labor and social security attorneys are the specialists consulted for human resource management.
What are the special qualifications held by labor and social security attorneys?,They have special nationally administered qualifications.
What services do labor and social security attorneys perform at companies' request?,"They perform a range of services including labor and social insurance-related procedures, consulting services in relation to safety and hygiene, labor management, mediation in individual employment disputes, consulting and handling of claims regarding pensions, and other employment-related tasks."
Can anyone perform the services covered by (1) and (3) in private practice or by corporations?,"No, only labor and social security attorneys are legally allowed to perform services covered by (1) and (3) in private practice, certified social insurance labor and social security attorney corporations, or attorneys."
What is the prohibited activity for those other than labor and social security attorneys?,"Performing services covered by (1) and (3) in private practice, certified social insurance labor and social security attorney corporations, or attorneys is prohibited by law for those other than labor and social security attorneys."
What is the scope of consulting services provided by labor and social security attorneys?,"The scope includes safety and hygiene, labor management, drawing up work rules, planning and redesigning wage structures, settling employment problems, and mediation in individual employment disputes."
What is the role of labor and social security attorneys in pension-related matters?,They provide consulting and handle claims regarding pensions.
What is the legal status of labor and social security attorneys in performing their services?,They have special nationally administered qualifications and are regulated by law.
What is the significance of consulting with labor and social security attorneys for companies?,"Consulting with labor and social security attorneys can help companies navigate complex labor and social insurance-related procedures, as well as provide expert advice on various employment-related tasks."
"When setting up a company, do I need to take out social insurance if I have 5 or more employees?","Yes, you need to take out social insurance if you have 5 or more employees."
"What is the time limit for submitting a notification to the local agency, Pension Office, or Health Insurance Union Office?",The time limit for submitting a notification is within 5 days.
Is it necessary to take out labor insurance if I have any employees other than directors and officers?,"Yes, you need to take out labor insurance if you have any employees other than directors and officers."
What is the time limit for submitting a notification to the Labor Standards Inspection Office and Public Employment Security Office?,The time limit for submitting a notification is within 10 days.
Do I need to submit a Notice of Agreement if there is any possibility that employees will work outside statutory working hours or on statutory days off?,"Yes, you need to submit a Notice of Agreement if there is any possibility that employees will work outside statutory working hours or on statutory days off."
What is the requirement for compiling work rules and submitting a copy to the local Labor Standards Inspection Office?,You need to compile work rules (employee handbook) and submit a copy to the local Labor Standards Inspection Office if you have 10 or more employees.
What is the minimum number of employees required to take out social insurance?,You need to take out social insurance if you have 5 or more employees.
What is the purpose of taking out labor insurance?,The purpose of taking out labor insurance is to provide workers' accident compensation insurance and employment insurance.
What is the purpose of submitting a Notice of Agreement?,The purpose of submitting a Notice of Agreement is to inform the local Labor Standards Inspection Office about any agreements regarding overtime and work on statutory days off.
"What is the minimum number of employees required to submit a notification to the local agency, Pension Office, or Health Insurance Union Office?",You need to submit a notification if you have 1 or more employees.
Where do you enroll in social insurance?,Local Pension Office or Health Insurance Union Office if enrolled therein.
When is the annual renewal for social insurance premiums?,Every May.
Who pays the labor insurance premiums?,The employer.
When is the periodic calculation for labor insurance premiums?,Every July.
What is the notice for when bonuses are paid?,Notice of Payment of Bonus.
What is the non-periodic revision for changes in wage amounts?,Notice of Change.
Who withholds the portion of employment insurance premiums payable by the employee?,The employer.
When are the withheld employment insurance premiums paid?,By the end of the following month after withholding from the employee's monthly wages.
When is the Notice of Eligibility for Employment Insurance submitted?,When hiring a new employee.
Where is the Notice of Ineligibility for Employment Insurance submitted?,Public Employment Security Office.
What is the purpose of Japan's trademark system?,"The purpose of Japan's trademark system is to protect the marks and logos used in commerce on goods or services, and to contribute to the development of Japan's industries and protect the interests of consumers."
What is the regulation that governs Japan's trademark system?,The Trademark Law is the regulation that governs Japan's trademark system.
Does Japan's trademark system offer equal protection to both Japanese and foreign nationals?,"Yes, Japan's Trademark Law offers equal protection for both Japanese and foreign nationals."
Can a trademark be registered in Japan if it is not currently in use?,"Yes, a trademark does not have to be currently in use in order to be registered in Japan, as long as the trademark owner has the intention of using the trademark in the future and meets certain criteria."
What is the first-to-file rule in Japan's trademark system?,"The first-to-file rule means that the first person to file a trademark application in Japan is entitled to the trademark registration, regardless of who used the trademark first."
Is it necessary for a trademark to be used within three years after registration in Japan?,"Yes, trademarks must be used within three years after registration in Japan, or they may be nullified."
How can a trademark owner prevent their trademark rights from being cancelled in Japan?,A trademark owner can prevent their trademark rights from being cancelled in Japan by using their trademark just once within the three years after registration.
What is the purpose of Japan's design system?,"The purpose of Japan's design system is to protect the attractive and comfortably functional shape, pattern, color, and other design characteristics of items relating to their external appearances."
What law governs Japan's design system?,The Design Law governs Japan's design system.
How does Japan's design system protect new designs?,"Japan's Design Law protects new designs as the property of the designer, and also encourages the use of designs, thereby promoting the creation of new designs and contributing to the development of Japan's industry."
What is the name of the company that has a trademark for a color without delineated contours?,"NEXT Co., Ltd."
What is the registration number of the trademark for the color without delineated contours?,Apl No. 2015-30535
What is the name of the company that has a trademark for motion marks?,"Toray Industries, Inc."
What is the registration number of the trademark for motion marks?,Reg No. 5816758
"What is the section number for the protection of trademarks about retailers, etc. in the Trademark Law?",5.2.5
"When did the revision of the Trademark Law take effect, allowing the protection of names of retail and wholesale stores and mail-order businesses?","Enforcement on April 1, 2007"
What types of services are now accepted for the purpose of protection for the names of retail and wholesale stores and mail-order businesses?,"Retail services, etc."
What must be unique in order to be registered as a trademark according to the Trademark Law?,Trademarks
What are the three aspects that must not be similar to any other trademark for a trademark to be registered?,"Sound, appearance, and meaning"
What is the standard for understanding the pronunciation of English words or Japanese words written in alphabetical characters in Japan according to the Trademark Law?,It can reasonably be assumed that most Japanese people will be able to understand the pronunciation of English words or Japanese words written in alphabetical characters correctly.
What is the validity of a registered trademark in Japan?,"A registered trademark in Japan is protected for 10 years starting from the registration date, assuming that the trademark is not subsequently invalidated or cancelled."
Can the protection of a trademark be renewed in Japan?,"Yes, the protection of a trademark can be renewed for further 10-year periods in Japan."
What is the first-to-file rule in Japan's trademark system?,"Japan's trademark system operates on a first-to-file rule basis, meaning that the first person to file a trademark application is generally entitled to the trademark registration, regardless of who actually used the trademark first."
How are world-famous trademarks protected in Japan?,Famous or known trademarks without registration are protected exceptionally if they are famous or known not only in Japan but also in foreign countries.
What is the non-use of trademarks under Japan's Trademark Law?,"Under Japan's Trademark Law, trademarks can be registered even if they are not in use at the time under the first-to-file rule. However, if a trademark is not used at all within a period of three years following registration, a petition for the cancellation of that trademark may be filed by an interested third party."
"What constitutes ""use"" of a trademark under Japan's Trademark Law?","""Use"" of a trademark is not limited to the displaying of the trademark directly on a product; the printing of a trademark in a pamphlet together with an image of the product, the use of the trademark in an advertisement for the goods such as in a newspaper, or the displaying of goods featuring the trademark on an Internet website all constitute ""use."""
"Can the use of a trademark on a website be considered ""use"" under Japan's Trademark Law?","If the trademark is used on the website obviously for the purpose of the sales in Japan, it could be authorized that it is the use of the trademark. However, if the trademark is used on the website for the purpose of the sales in foreign countries, there is a doubt whether it is the use of the trademark under Japan's Trademark Law or not."
What is proxy registration cancellation in Japan's trademark system?,"Japan's trademark system protects the right of duly authorized trademark owners. If a local agent applies for registration of the overseas company's trademark without due cause or permission, the duly authorized trademark owner may file a petition for the cancellation of the Japanese registration, and can thereby regain their trademark rights."
What is the penalty for illicit sellers of fake brand-name goods in Japan?,"The trading of bogus items is severely punishable under Japanese law, and in many cases, illicit sellers of fake brand-name goods are charged with criminal (as opposed to civil) offences."
What is the role of Japan Patent Office in trademark registration?,The Japan Patent Office is responsible for processing trademark applications and granting trademark registrations in Japan.
How many classes of goods and services are there in Japan's trademark system?,There are 45 classes of goods and services in Japan's trademark system.
What is a multiple-class application?,A multiple-class application is when applications can be made for several classes at once.
What happens if goods and services in eight or more similar groups are designated per class in a trademark application in Japan?,"A notification of reasons for refusal pursuant to the body of Article 3, Paragraph 1 of the Trademark Act is now issued due to operational requirements at the Japan Patent Office."
Who is known as a benrishi in Japan?,A benrishi is a patent attorney in Japan.
What is the application fee for one trademark in one class in Japan?,"The application fee for one trademark in one class in Japan is 12,000 yen."
What is the application fee for one trademark in multiple classes in Japan?,"The application fee for one trademark in multiple classes in Japan is 12,000 yen for the first class and an extra 8,600 yen for each additional class."
What is the registration fee for a single trademark per class in Japan?,"The registration fee for a single trademark per class in Japan is 28,200 yen."
What is the renewal registration fee in Japan?,"The renewal registration fee in Japan is 38,800 yen per class."
Does engaging a patent attorney in Japan incur additional fees?,"Yes, engaging a patent attorney in Japan may incur additional fees for work involved in paying official fees and renewal registration fees."
How long does it typically take for a trademark to be registered in Japan?,"It generally takes approximately six months for the examination process and another one or two months for registration, totaling about eight months from the time of application."
What is the first step in the registration process after filing a trademark application in Japan?,Payment of the application fee.
What happens during the examination process?,The trademark is reviewed to determine if it meets the requirements for registration.
Can an application be rejected during the examination process?,"Yes, if the trademark does not meet the requirements, the applicant will receive a notice of reasons for rejection."
Is it possible to respond to a rejection notice?,"Yes, the applicant can submit a reply to the rejection notice and make any necessary amendments."
What happens after the reply to the rejection notice is submitted?,The examiner will make a decision on whether to register the trademark.
Is there a fee associated with trademark registration?,"Yes, a registration fee must be paid after the decision to register the trademark."
How long does the initial protection period for a registered trademark last in Japan?,The initial protection period for a registered trademark in Japan is 10 years.
Can the protection period be renewed?,"Yes, the protection period can be renewed every 10 years by paying the renewal fees."
What is the highest court for intellectual property disputes in Japan?,The Supreme Court is the highest court for intellectual property disputes in Japan.
How can one obtain trademark rights in Japan from a foreign country?,"An application for registration must be filed with the Japan Patent Office. However, two alternative schemes are available: applying under the Paris Convention or under the Madrid Agreement."
Which scheme is recommended for registering a trademark in Japan only or a small number of countries?,Filing an application under the Paris Convention is a good idea for registering a trademark in Japan only or in a small number of countries.
"What is the Madrid Agreement, and how does it relate to international trademark applications?",The Madrid Agreement is an alternative system for making international trademark applications that includes Japan. It allows for filing an international application and registering trademarks in specified countries based on the application initially filed in one's own country.
What is the scope of protection for designs under Japan's Design Law?,"Protection is available for the form, pattern, or color of an object or a combination of these, which appeals visually to the viewer's sense of aesthetics. In other words, Japan's system protects the shape, form, and external appearance of an object."
What are the criteria for a design to be eligible for protection in Japan?,"A design must have visual appeal to the aesthetic sense and be industrially usable, meaning it can be recreated using an industrial process and mass-produced."
What are the examination criteria for a design to be registered in Japan?,"The examination criteria include novelty, ease of creation, uniqueness, eligibility, and one design per application."
What design elements will not be registered in Japan due to eligibility concerns?,"Designs that may breach public order and morals, cause confusion with any item pertaining to the business of any other person, or consist of only the minimum form necessary to ensure the functions of the object will not be registered."
"Can multiple objects be considered a ""design of a set of objects"" in Japan?","Yes, multiple objects can be considered a ""design of a set of objects"" as long as certain criteria are met."
How does the priority system work for design applications in Japan?,"If more than one application is filed for the registration of two identical or similar designs, the application filed first will be eligible for registration. If the same person files two identical or similar design applications within a certain period, both designs will be eligible for registration under the related design system."
How long does the protection of design rights last in Japan?,The protection of design rights in Japan lasts for 20 years.
Is it necessary to pay an annuity each year to maintain design rights protection in Japan?,"Yes, it is necessary to pay an annuity each year to maintain design rights protection in Japan."
Can design rights lapse in Japan?,"Yes, design rights can lapse in Japan after 20 years."
Is it possible to receive protection under the Unfair Competition Prevention Law even after design rights lapse in Japan?,"Yes, it is possible to receive protection under the Unfair Competition Prevention Law even after design rights lapse if the form of the registered object becomes famous."
What is the related design system in Japan's Design Law?,The related design system in Japan's Design Law provides protection for similar designs related to a certain object filed in a certain period.
"What is the advantage of registering a design as a ""similar design"" in Japan?","The advantage of registering a design as a ""similar design"" in Japan is that it provides official advance confirmation regarding the extent to which your design is similar to the one registered."
What is the design of a set of objects in Japan's Design Law?,The design of a set of objects in Japan's Design Law allows for discrete objects that common sense dictates are usually sold as a set to be registered as a single design of a set of objects.
What is the Secret Design system in Japan's Design Law?,The Secret Design system in Japan's Design Law allows for a registered design to be kept a secret for a certain period upon application.
What is the partial design system in Japan's Design Law?,The partial design system in Japan's Design Law allows for registration of parts of shapes or forms with distinct characteristics.
What types of screen designs are now protected in Japan under certain conditions?,"Screen designs such as the designs of operation screens for programming DVD recorders, operation screens for selecting a person to call on a cellular phone, and photo printer setup screens are now protected under certain conditions in Japan."
What is the application fee for registering a design in Japan?,"The application fee for registering a design in Japan is 16,000 yen per design."
Are there any additional fees besides the application fee for registering a design in Japan?,"Yes, there are registration fees and annuities that must be paid each year to maintain the validity of the design rights."
What is the registration fee for the first year of design registration in Japan?,"The registration fee for the first year of design registration in Japan is 8,500 yen."
How much is the annuity for maintaining design rights in Japan for years 1 through 3?,"The annuity for maintaining design rights in Japan for years 1 through 3 is 8,500 yen per year."
What is the annuity for maintaining design rights in Japan for years 4 through 20?,"The annuity for maintaining design rights in Japan for years 4 through 20 is 16,900 yen per year."
How long does it typically take to register a design in Japan if the examination process goes smoothly?,"If the examination process goes smoothly, a design can be registered in as little as three months from the time of application."
How long does the examination process usually take in Japan?,The examination process usually takes approximately six months.
"What is the total time frame for the design registration process in Japan, from application to completion?",Allow about eight months after application to complete the process.
What happens if a reply to the rejection notice is not submitted in Japan?,"If a reply to the rejection notice is not submitted, the design registration will be rejected."
How long does the protection for a registered design last in Japan?,The protection for a registered design lasts 20 years in Japan.
When did the Hague Agreement concerning the International Registration of Industrial Designs take effect in Japan?,"The Hague Agreement took effect on May 13, 2015 in Japan."
What is the purpose of the International Registration of Industrial Designs?,The International Registration of Industrial Designs allows for the filing of a design application with multiple offices overseas in one procedure simultaneously.
When was the Industrial Design Law revised in Japan?,The Industrial Design Law was revised in 2014 in Japan.
Which organization introduced the International Registration of Industrial Designs in Japan?,The Japan Patent office introduced the International Registration of Industrial Designs in Japan.
What did Japan accede to in order to introduce the International Registration of Industrial Designs?,Japan acceded to the Geneva Act of the Hague Agreement concerning the International Registration of Industrial Designs.
When did the Hague Agreement enter into force in Japan?,"The Hague Agreement entered into force in Japan on May 13, 2015."
How does the International Registration of Industrial Designs benefit designers and businesses?,The International Registration of Industrial Designs benefits designers and businesses by allowing them to file a design application with multiple offices overseas in one procedure simultaneously.
What is the name of the agreement that allows for the International Registration of Industrial Designs?,The agreement that allows for the International Registration of Industrial Designs is the Hague Agreement concerning the International Registration of Industrial Designs.
What is the main advantage of the International Registration of Industrial Designs?,The main advantage of the International Registration of Industrial Designs is the simplification of the design application process for designers and businesses looking to protect their designs in multiple countries.
What is the role of the Japan Patent office in the International Registration of Industrial Designs?,The Japan Patent office is responsible for administering and facilitating the International Registration of Industrial Designs in Japan.
How are unregistered trademarks and designs protected in Japan?,"Unregistered trademarks and designs in Japan are protected from unauthorized use by the Unfair Competition Prevention Law. If a trademark or design becomes generally known or famous in Japan after use, it is protected. Additionally, forms of new goods are protected for up to three years from the date of first sale in Japan, even without registration."
What is the role of patent attorneys in Japan regarding intellectual property rights?,"Patent attorneys, known as benrishi in Japan, are experts publicly authorized to act as agents in carrying out application procedures for intellectual property rights such as patents, designs, and trademarks. They are highly knowledgeable in this field and are commonly hired by those seeking to acquire rights or whose rights have been infringed."
Can regular lawyers perform the work of patent attorneys in Japan?,"Yes, regular lawyers (bengoshi) in Japan can also perform the work of patent attorneys, but due to the high level of expert knowledge required, it is more common for people to hire patent attorneys."
What is the current legal action domain for infringement of rights in Japan?,Legal action pertaining to infringement of rights is currently the sole domain of lawyers (bengoshi) in Japan.
When will patent attorneys be able to represent clients in court in Japan?,"Starting in 2004, patent attorneys (benrishi) in Japan may represent a client in court along with a lawyer (bengoshi) if they pass certain national examinations."
What are the sections and authors of the provided information?,The sections and authors are as follows:
Who is the editor and publisher of the provided information?,"The Invest Japan Department, Japan External Trade Organization (JETRO), is the editor and publisher of the provided information."
Who owns the copyright of the provided information?,The copyright of the provided information belongs to JETRO.
What is the full name of the organization responsible for the publication?,Japan External Trade Organization
Where is the Invest Japan Promotion Division located?,"Ark Mori Building, 6F, 12-32, Akasaka 1-chome, Minato-ku, Tokyo 107-6006, Japan"
What is the phone number for the Invest Japan Promotion Division?,+81-3-3582-5571
What is the fax number for the Invest Japan Promotion Division?,+81-3-3505-1990
Can this publication be reproduced without permission?,"No, reproduction of this publication requires prior permission from JETRO."
Is JETRO responsible for any losses incurred from reliance on the information in this publication?,"No, JETRO does not accept responsibilities for any loss arising from reliance on the information in this publication."
Is there a notice for U.S. users?,"Yes, there is a notice for U.S. users regarding the registration of JETRO offices under the Foreign Agents Registration Act."
Are JETRO offices in the United States registered under the Foreign Agents Registration Act?,"Yes, JETRO offices in the United States are registered under the Foreign Agents Registration Act."
Where can the required registration statement be found for public inspection?,The required registration statement is available for public inspection at the U.S. Department of Justice.
